time,open,close,high,low,volume,Unnamed: 0
1596708660000,0.1427,0.1427,0.1427,0.1427,10.0,0.0
1596708900000,0.14251,0.14251,0.14251,0.14251,7557.1124,1.0
1596708960000,0.14238,0.14238,0.14238,0.14238,7678.9949,2.0
1596709140000,0.14234000000000002,0.14234000000000002,0.14234000000000002,0.14234000000000002,7773.4923,3.0
1596709620000,0.14240999999999998,0.14240999999999998,0.14240999999999998,0.14240999999999998,8118.566999999999,4.0
1596709680000,0.14247,0.14247,0.14247,0.14247,1510.461396,5.0
1596710040000,0.14235,0.14235,0.14235,0.14235,100.0,6.0
1596710220000,0.1423,0.1423,0.1423,0.1423,1745.46,7.0
1596710340000,0.14221,0.14221,0.14221,0.14221,4792.07597049,8.0
1596711000000,0.14249,0.14249,0.14249,0.14249,742.59775786,9.0
1596711060000,0.14273,0.14275,0.14275,0.14273,1800.0,10.0
1596711420000,0.14227,0.14256,0.14256,0.14227,15000.0,11.0
1596711540000,0.14235,0.14235,0.14235,0.14235,10.0,12.0
1596712860000,0.14273,0.14273,0.14273,0.14273,3500.0,13.0
1596713340000,0.14314000000000002,0.14314000000000002,0.14314000000000002,0.14314000000000002,140.0,14.0
1596713400000,0.1433,0.1434,0.1434,0.1433,3400.0,15.0
1596713460000,0.14328,0.14332,0.14332,0.14328,16057.329044,16.0
1596713520000,0.1432,0.1432,0.1432,0.1432,50.0,17.0
1596713700000,0.1435,0.1435,0.1435,0.1435,7.5134539999999985,18.0
1596713820000,0.14361,0.14395,0.14395,0.14361,5659.67459207,19.0
1596713940000,0.14335,0.14334000000000002,0.14335,0.14334000000000002,600.0,20.0
1596714660000,0.14328,0.14328,0.14328,0.14328,65.0,21.0
1596715200000,0.14313,0.14383,0.14383,0.14313,61876.57625544,22.0
1596715320000,0.14321,0.14321,0.14321,0.14321,140.0,23.0
1596716160000,0.14292,0.14292,0.14292,0.14292,130.0,24.0
1596716580000,0.1425,0.1425,0.1425,0.1425,125.0,25.0
1596717360000,0.14264000000000002,0.14264000000000002,0.14264000000000002,0.14264000000000002,3384.4414,26.0
1596717420000,0.14264000000000002,0.14264000000000002,0.14264000000000002,0.14264000000000002,1665.011473,27.0
1596717840000,0.14369,0.14324,0.14369,0.14324,1940.19910264,28.0
1596718020000,0.14298,0.14298,0.14298,0.14298,300.0,29.0
1596718980000,0.14305,0.14305,0.14305,0.14305,3412.1812,30.0
1596720840000,0.1431,0.1431,0.1431,0.1431,1796.4,31.0
1596720900000,0.14312,0.14312,0.14312,0.14312,1549.0021,32.0
1596720960000,0.14300000000000002,0.1429,0.14300000000000002,0.1429,2000.0,33.0
1596721020000,0.1428,0.1428,0.1428,0.1428,1000.0,34.0
1596721140000,0.14299,0.14299,0.14299,0.14299,125.0,35.0
1596721200000,0.1427,0.1427,0.1427,0.1427,1000.0,36.0
1596721920000,0.1426,0.1425,0.1426,0.1425,2000.0,37.0
1596722100000,0.14269,0.14269,0.14269,0.14269,14.49779,38.0
1596723780000,0.14275,0.1428,0.1428,0.14275,3421.3307,39.0
1596723900000,0.14276,0.14276,0.14276,0.14276,1710.2429,40.0
1596723960000,0.14279,0.14279,0.14279,0.14279,3294.7571,41.0
1596724260000,0.14298,0.14362,0.14362,0.14298,30000.0,42.0
1596726540000,0.14329,0.14329,0.14329,0.14329,5.020986,43.0
1596727320000,0.14431,0.14431,0.14431,0.14431,500.0,44.0
1596727680000,0.14377,0.14377,0.14377,0.14377,1643.3087,45.0
1596727740000,0.1438,0.1438,0.1438,0.1438,1675.7416,46.0
1596727800000,0.14373,0.14373,0.14373,0.14373,934.843979,47.0
1596728100000,0.14396,0.14396,0.14396,0.14396,160.0,48.0
1596728160000,0.14393,0.14400000000000002,0.14400000000000002,0.14393,16810.8674,49.0
1596728640000,0.14331,0.14331,0.14331,0.14331,152.0,50.0
1596730260000,0.14347,0.14363,0.14363,0.14347,1667.331981,51.0
1596731760000,0.14452,0.14452,0.14452,0.14452,692.0,52.0
1596731880000,0.14444,0.14444,0.14444,0.14444,1625.555456,53.0
1596732480000,0.14413,0.14413,0.14413,0.14413,1546.8729,54.0
1596732600000,0.14455,0.14435,0.14455,0.14435,118.27542199999999,55.0
1596732660000,0.14435,0.14435,0.14435,0.14435,1636.0773,56.0
1596732720000,0.14435,0.14435,0.14435,0.14435,352.314494,57.0
1596733440000,0.14383,0.14383,0.14383,0.14383,1511.1581,58.0
1596733620000,0.14375,0.14375,0.14375,0.14375,1636.4812,59.0
1596734940000,0.14433,0.14437,0.14447000000000002,0.14433,610.0,60.0
1596735000000,0.14437,0.14442,0.14445,0.14437,82.0,61.0
1596735480000,0.1443,0.1443,0.1443,0.1443,1679.3946,62.0
1596735780000,0.14405,0.14405,0.14405,0.14405,1190.405016,63.0
1596737220000,0.14465999999999998,0.14465999999999998,0.14465999999999998,0.14465999999999998,1000.0,64.0
1596738000000,0.14581,0.14581,0.14581,0.14581,538.5714519999998,65.0
1596738300000,0.14564000000000002,0.14575,0.14575,0.14564000000000002,1748.721263,66.0
1596738420000,0.14572000000000002,0.14572000000000002,0.14572000000000002,0.14572000000000002,3129.8058,67.0
1596738600000,0.14564000000000002,0.14593,0.14593,0.14564000000000002,10000.0,68.0
1596738660000,0.1451,0.1451,0.1451,0.1451,499.0,69.0
1596739800000,0.14456,0.14467,0.14467,0.14456,2000.0,70.0
1596739860000,0.14440999999999998,0.14440999999999998,0.14440999999999998,0.14440999999999998,1.0,71.0
1596739920000,0.14445999999999998,0.14445999999999998,0.14445999999999998,0.14445999999999998,69.0,72.0
1596740100000,0.14475,0.14485,0.14485,0.14475,4557.59115432,73.0
1596740640000,0.14514000000000002,0.14520999999999998,0.14520999999999998,0.14514000000000002,3000.0,74.0
1596740760000,0.14527,0.14527,0.14527,0.14527,1610.862,75.0
1596741060000,0.14527,0.14527,0.14527,0.14527,1389.138,76.0
1596741540000,0.14484,0.14484,0.14484,0.14484,697.2584870000003,77.0
1596742800000,0.14458,0.1453,0.1453,0.14458,25000.0,78.0
1596743100000,0.14462,0.14462,0.14462,0.14462,400.0,79.0
1596743580000,0.14452,0.14452,0.14452,0.14452,10.753825,80.0
1596744660000,0.14488,0.14488,0.14488,0.14488,1646.1165,81.0
1596744840000,0.14488,0.1449,0.1449,0.14488,6776.361999999999,82.0
1596744900000,0.1449,0.14488,0.1449,0.14488,32032.7805,83.0
1596744960000,0.14488,0.14488,0.14488,0.14488,13728.7874,84.0
1596745260000,0.14492,0.14492,0.14492,0.14492,100.0,85.0
1596745380000,0.1449,0.14488,0.1449,0.14488,28097.7,86.0
1596745440000,0.14488,0.14488,0.14488,0.14488,11822.6715,87.0
1596745500000,0.14488,0.14488,0.14488,0.14488,32895.5821,88.0
1596745680000,0.14473,0.1449,0.1449,0.14473,8293.282,89.0
1596745740000,0.1449,0.1449,0.1449,0.1449,1706.7179999999994,90.0
1596746400000,0.14411,0.14407,0.14411,0.14407,11481.8119,91.0
1596746820000,0.1438,0.1438,0.1438,0.1438,417.13,92.0
1596747060000,0.14423,0.14423,0.14423,0.14423,1097.147611,93.0
1596748560000,0.14422,0.14422,0.14422,0.14422,501.0,94.0
1596748620000,0.14418,0.14414000000000002,0.14418,0.14414000000000002,856.894616,95.0
1596750000000,0.14374,0.14395,0.14395,0.14374,19581.2769,96.0
1596750060000,0.14395,0.14395,0.14395,0.14395,3588.3427524999997,97.0
1596750240000,0.14331,0.14324,0.14331,0.14324,1619.089123,98.0
1596750300000,0.14324,0.14312,0.14324,0.14312,5054.68341773,99.0
1596750600000,0.14300000000000002,0.1425,0.14300000000000002,0.1425,12546.0214,100.0
1596755640000,0.14286,0.14286,0.14286,0.14286,421.69596,101.0
1596756840000,0.14354,0.14368,0.14368,0.14354,8353.401462959999,102.0
1596758460000,0.145,0.145,0.145,0.145,50.0,103.0
1596758520000,0.14511,0.14511,0.14511,0.14511,1587.7886,104.0
1596759420000,0.14689000000000002,0.14689000000000002,0.14689000000000002,0.14689000000000002,1548.5942,105.0
1596760200000,0.14593,0.14593,0.14593,0.14593,417.13,106.0
1596760560000,0.1456,0.1456,0.1456,0.1456,1622.9628,107.0
1596760620000,0.14549,0.14549,0.14549,0.14549,1660.8881,108.0
1596762660000,0.1454,0.1454,0.1454,0.1454,1608.1057,109.0
1596762720000,0.14548,0.14548,0.14548,0.14548,1606.396,110.0
1596762840000,0.14555,0.14570999999999998,0.14570999999999998,0.14555,3450.0,111.0
1596763140000,0.14573,0.14573,0.14573,0.14573,3135.72352462,112.0
1596763740000,0.14540999999999998,0.14540999999999998,0.14540999999999998,0.14540999999999998,50.0,113.0
1596763920000,0.14524,0.14524,0.14524,0.14524,37.096967,114.0
1596764280000,0.14485,0.14485,0.14485,0.14485,1594.7823,115.0
1596764460000,0.145,0.14502,0.14502,0.145,3263.0619,116.0
1596764520000,0.14494,0.14494,0.14494,0.14494,413.13,117.0
1596765000000,0.14518,0.14518,0.14518,0.14518,1658.9634,118.0
1596765120000,0.14505,0.14505,0.14505,0.14505,450.0,119.0
1596766260000,0.14551,0.14551,0.14551,0.14551,32.401008000000004,120.0
1596766380000,0.14545999999999998,0.14545999999999998,0.14545999999999998,0.14545999999999998,1695.0479999999998,121.0
1596766920000,0.14532,0.14528,0.14532,0.14528,5648.355242000001,122.0
1596767040000,0.14472000000000002,0.14472000000000002,0.14472000000000002,0.14472000000000002,1626.083,123.0
1596767100000,0.14474,0.14474,0.14474,0.14474,1669.4466,124.0
1596767160000,0.1445,0.1445,0.1445,0.1445,1000.0,125.0
1596767340000,0.1444,0.1444,0.1444,0.1444,180.85,126.0
1596767640000,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,1000.0,127.0
1596767700000,0.14414000000000002,0.14414000000000002,0.14414000000000002,0.14414000000000002,10.38781163,128.0
1596769560000,0.14412,0.14412,0.14412,0.14412,1550.0,129.0
1596769620000,0.14414000000000002,0.14411,0.14414000000000002,0.14411,12.0,130.0
1596770100000,0.1443,0.1443,0.1443,0.1443,0.040986,131.0
1596777300000,0.1435,0.1435,0.1435,0.1435,1000.0,132.0
1596781980000,0.14342,0.14342,0.14342,0.14342,10.076568,133.0
1596783000000,0.14318,0.14318,0.14318,0.14318,2200.0,134.0
1596783060000,0.14323,0.14323,0.14323,0.14323,1667.6229,135.0
1596783600000,0.14311,0.14323,0.14323,0.14311,1746.4198390000001,136.0
1596784440000,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,1536.975188,137.0
1596784680000,0.14296,0.14296,0.14296,0.14296,8.0,138.0
1596785040000,0.14294,0.14294,0.14294,0.14294,0.96735228,139.0
1596785880000,0.14337,0.14337,0.14337,0.14337,12.513237,140.0
1596786600000,0.14327,0.14327,0.14327,0.14327,1691.2601,141.0
1596786660000,0.14327,0.14327,0.14327,0.14327,6308.7399,142.0
1596786780000,0.14322,0.14322,0.14322,0.14322,328.99737700000014,143.0
1596790740000,0.14386,0.14386,0.14386,0.14386,1684.5691,144.0
1596790800000,0.14386,0.14386,0.14386,0.14386,1663.6568,145.0
1596797340000,0.14358,0.14358,0.14358,0.14358,696.38,146.0
1596797700000,0.1436,0.1436,0.1436,0.1436,417.62,147.0
1596798120000,0.14333,0.14333,0.14333,0.14333,3392.8497,148.0
1596799140000,0.14324,0.14324,0.14324,0.14324,1400.0,149.0
1596801060000,0.14319,0.14319,0.14319,0.14319,16.24729557,150.0
1596802860000,0.14327,0.14327,0.14327,0.14327,1507.440473,151.0
1596804000000,0.14319,0.14331,0.14331,0.14319,2793.76992939,152.0
1596804180000,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,3351.6434,153.0
1596804240000,0.14300000000000002,0.14299,0.14300000000000002,0.14297,9318.3566,154.0
1596809340000,0.14275,0.14272,0.14275,0.14272,1579.560048,155.0
1596809700000,0.1425,0.1424,0.1425,0.1424,2000.0,156.0
1596809820000,0.1423,0.14178,0.1423,0.14178,9744.25872076,157.0
1596809880000,0.14142000000000002,0.14138,0.14142000000000002,0.14138,5140.74330652,158.0
1596810060000,0.14131,0.14131,0.14131,0.14131,1.692616,159.0
1596810900000,0.14172,0.1416,0.14172,0.1416,2597.28413164,160.0
1596811680000,0.14112,0.14112,0.14112,0.14112,2592.089563,161.0
1596812580000,0.14126,0.14126,0.14126,0.14126,2.480367,162.0
1596813060000,0.14165,0.14165,0.14165,0.14165,46.25034694,163.0
1596813540000,0.14155,0.14155,0.14155,0.14155,706.58,164.0
1596816420000,0.1421,0.1421,0.1421,0.1421,0.00861,165.0
1596819300000,0.14139000000000002,0.14139000000000002,0.14139000000000002,0.14139000000000002,2994.0,166.0
1596820320000,0.14,0.14,0.14,0.14,103.40909091,167.0
1596820380000,0.13925,0.1393,0.1393,0.13925,3145.8556,168.0
1596820440000,0.13932999999999998,0.13932999999999998,0.13932999999999998,0.13932999999999998,1684.4675,169.0
1596820980000,0.13959000000000002,0.13965999999999998,0.13965999999999998,0.13959000000000002,600.0,170.0
1596821040000,0.13940999999999998,0.13951,0.13951,0.13940999999999998,2000.0,171.0
1596821100000,0.13945,0.13954,0.13954,0.13945,1400.0,172.0
1596821160000,0.139,0.13815,0.139,0.13815,41057.831616100004,173.0
1596821400000,0.1372,0.1372,0.1372,0.1372,2500.0,174.0
1596821460000,0.13702,0.13656,0.13702,0.13656,7064.451026999999,175.0
1596821520000,0.13526,0.13427,0.13526,0.13427,36637.28736506,176.0
1596821580000,0.13427,0.13427,0.13427,0.13427,1084.8422,177.0
1596821700000,0.13563,0.13563,0.13563,0.13563,1028.70855221,178.0
1596821940000,0.13602999999999998,0.13605,0.13605,0.13602999999999998,3134.858500000001,179.0
1596822000000,0.13608,0.13608,0.13608,0.13608,1703.2305,180.0
1596822720000,0.13664,0.13664,0.13664,0.13664,500.0,181.0
1596823680000,0.13625,0.13625,0.13625,0.13625,2.283226,182.0
1596823860000,0.13695,0.13695,0.13695,0.13695,709.381792,183.0
1596824460000,0.1358,0.1358,0.1358,0.1358,8000.0,184.0
1596826380000,0.13695,0.13695,0.13695,0.13695,40.0,185.0
1596826680000,0.13681,0.13681,0.13681,0.13681,200.0,186.0
1596827280000,0.13758,0.13758,0.13758,0.13758,30.0,187.0
1596828060000,0.13787,0.13787,0.13787,0.13787,3652.043499,188.0
1596828180000,0.13804,0.13804,0.13804,0.13804,1000.0,189.0
1596828480000,0.13846,0.13846,0.13846,0.13846,30.0,190.0
1596828840000,0.13771,0.13771,0.13771,0.13771,2682.8096400000004,191.0
1596830040000,0.13768,0.13768,0.13768,0.13768,2250.0,192.0
1596830400000,0.13759000000000002,0.13759000000000002,0.13759000000000002,0.13759000000000002,60.0,193.0
1596830940000,0.13854,0.13854,0.13854,0.13854,20.0,194.0
1596831060000,0.13862,0.13862,0.13862,0.13862,2697.260058,195.0
1596831180000,0.13874,0.13874,0.13874,0.13874,20.0,196.0
1596831300000,0.1388,0.1388,0.1388,0.1388,20.0,197.0
1596831600000,0.13888,0.13888,0.13888,0.13888,21167.75546988,198.0
1596831720000,0.1389,0.1389,0.1389,0.1389,8832.24453012,199.0
1596833040000,0.13889,0.13889,0.13889,0.13889,8217.4043,200.0
1596833700000,0.1391,0.13903,0.1391,0.13903,768.381792,201.0
1596835380000,0.13923,0.13923,0.13923,0.13923,1731.1715,202.0
1596836400000,0.13988,0.13988,0.13988,0.13988,300.0,203.0
1596837360000,0.1395,0.1395,0.1395,0.1395,100.0,204.0
1596837720000,0.13954,0.13939,0.13954,0.13939,110.0,205.0
1596838260000,0.13924,0.13924,0.13924,0.13924,50.0,206.0
1596838320000,0.13915999999999998,0.13915999999999998,0.13915999999999998,0.13915999999999998,300.0,207.0
1596839520000,0.13988,0.13988,0.13988,0.13988,20.0,208.0
1596842940000,0.13938,0.139,0.13938,0.139,3275.10662,209.0
1596844740000,0.13892000000000002,0.13892000000000002,0.13892000000000002,0.13892000000000002,1.66329619,210.0
1596844860000,0.13871,0.13871,0.13871,0.13871,1951.16903,211.0
1596845940000,0.13845,0.13845,0.13845,0.13845,10.5721,212.0
1596847140000,0.13823,0.13823,0.13823,0.13823,20.0,213.0
1596847200000,0.13823,0.13823,0.13823,0.13823,1691.7793,214.0
1596847320000,0.13823,0.13823,0.13823,0.13823,14881.831888,215.0
1596847440000,0.13847,0.13847,0.13847,0.13847,20.0,216.0
1596847500000,0.13847,0.13847,0.13847,0.13847,8249.1632,217.0
1596847560000,0.13878,0.13878,0.13878,0.13878,20.0,218.0
1596848880000,0.1386,0.1386,0.1386,0.1386,20.0,219.0
1596849900000,0.13927,0.13938,0.13938,0.13927,11553.25032022,220.0
1596850140000,0.13889,0.13889,0.13889,0.13889,110.0,221.0
1596852720000,0.13914,0.13914,0.13914,0.13914,100.0,222.0
1596852780000,0.13917000000000002,0.13917000000000002,0.13917000000000002,0.13917000000000002,315.0,223.0
1596857580000,0.13852,0.13852,0.13852,0.13852,109.652475,224.0
1596859260000,0.1389,0.1389,0.1389,0.1389,7698.9198,225.0
